"Glottocode","ISO","Lect","lon","lat","Family","Type","Author","Year","Title","Publisher","School","Booktitle","Editor","Journal","Pages","Volume","Number","Edition","Phoneme","Tone","Onset","Nucleus","Coda","Note"
"bett1235","xub","Betta Kurumba",76.6064,11.6385,"Dravidian","PHDTHESIS","Coelho, Gail M.","2003","A Grammar of Betta Kurumba",,"University of Texas at Austin",,,,,,,,"p t̪ t ʈ k b d̪ ɖ ɡ ɕ d͡ʑ r m n ɳ ŋ ʋ l ɭ j f d i iː u uː e eː ə əː o oː ɑ ɑː","-","# p t̪ t ʈ k b d̪ ɖ ɡ ɕ d͡ʑ r m n ɳ ŋ ʋ l ɭ j f d Cj","m n ɳ ŋ l ɭ i iː u uː e eː ə əː o oː a aː əj uj aj","# p t̪ t ʈ k b d̪ ɖ ɡ ɕ d͡ʑ r m n ɳ ŋ ʋ l ɭ j f d nn ɳɳ ll ɭɭ",
"bezh1248","kap","Bezhta",46.0332,42.1206,"Nakh-Daghestanian","INCOLLECTION","Kibrik, Alexander E. and Testelets, Yakov G.","2004","Bezhta","Caravan Books",,"The indigenous languages of the Caucasus","Job, Michael",,"217--295",,,,"p b pʼ t d tʼ t͡s t͡sʼ s z c͡ç c͡çʼ ç ʝ t͡ɬ t͡ɬʼ ɬ k ɡ kʼ q qʼ χ ʁ ħ ʕ ʔ h m n w j l r i y u e ø o æ a ɑ iː yː uː eː øː oː æː aː ɑː ĩ ỹ ũ ẽ ø̃ õ æ̃ ã ɑ̃","M H L","p b pʼ t d tʼ t͡s t͡sʼ s z c͡ç c͡çʼ ç ʝ t͡ɬ t͡ɬʼ ɬ k ɡ kʼ q qʼ χ ʁ ħ ʕ ʔ h m n w j l r","i y u e ø o æ a ɑ iː yː uː eː øː oː æː aː ɑː ĩ ỹ ũ ẽ ø̃ õ æ̃ ã ɑ̃","# p b pʼ t d tʼ t͡s t͡sʼ s z c͡ç c͡çʼ ç ʝ t͡ɬ t͡ɬʼ ɬ k ɡ kʼ q qʼ χ ʁ ħ ʕ ʔ h m n w j l r [mnwjlr][pbpʼtdtʼt͡st͡sʼszc͡çc͡çʼçʝt͡ɬt͡ɬʼɬkɡkʼqqʼχʁħʕʔhmnwjlr]",
"bhoj1244","bho","Bhojpuri",84.817115,26.458455,"Indo-European","BOOK","Thakur, Gopal","2021","A Grammar of Bhojpuri","LINCOM Europa",,,,,,,,,"p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ b̤ d̤ ɖ̤ ɡ̤ s ɦ t͡ɕ t͡ɕʰ d͡ʑ d͡ʑ̤ m n ŋ m̥ n̥ ŋ̥ l l̥ ɾ ɽ ɾ̥ ɽ̥ w j i u e o ɛ ʌ ɔ ɑ ĩ ẽ ɛ̃ ã ʌ̃ ɔ̃ õ","-","# p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ b̤ d̤ ɖ̤ ɡ̤ s ɦ t͡ɕ t͡ɕʰ d͡ʑ d͡ʑ̤ m n ŋ l ɾ ɽ w j","i u e o ɛ ʌ ɔ ɑ ĩ ẽ ɛ̃ ã ʌ̃ ɔ̃ õ ʌi ʌu oi ei ou iʌ uʌ io ie uo ɑi ɑu iɑ uy yɑ ui ue eɑ eu eo oʌ oe oɑ ʌia ʌua ʌio ʌuo iai","# p t ʈ k pʰ tʰ ʈʰ kʰ b d ɖ ɡ b̤ d̤ ɖ̤ ɡ̤ s ɦ t͡ɕ t͡ɕʰ d͡ʑ d͡ʑ̤ m n ŋ m̥ n̥ ŋ̥ l l̥ ɾ ɽ ɾ̥ ɽ̥ w j CC","The list of diphthongs and triphthongs does not seem to be comprehensive, but given its sufficient length, it is coded here as if it were comprehensive."
"biha1246","ibh","Bih",108.016667,12.483333,"Austronesian","PHDTHESIS","Nguyen, Tam Thi Min","2013","A grammar of Bih",,"University of Oregon",,,,,,,,"p t c k ʔ pʰ tʰ cʰ kʰ b d ɟ ɡ ɓ ɗ ʄ m n ɲ ŋ s h w j ɹ l i ɨ ŭ u e ɘ̆ ɘ ŏ o ə ɛ ɔ̆ ă a","-","p t c k ʔ pʰ tʰ cʰ kʰ b d ɟ ɡ ɓ ɗ ʄ m n ɲ ŋ s h w j ɹ l pl bl tl dl pɹ bɹ kɹ tɹ dɹ cɹ sɹ ɡɹ","i ɨ ŭ u e ɘ̆ ɘ ŏ o ə ɛ ɔ̆ ă a ie iɛ ia ɛi ɘi ɘu au ai ui ue uɘ uă ua uo ieu uai uaj","# p t c k ʔ h m n ŋ l ɹ",
"bish1244","bpy","Bishnupriya Manipuri",92.0157,24.4578,"Indo-European","PHDTHESIS","Sinha, Kaliprasad","1968","A study in the Bishnupriya Manipuri language",,"Jadavpur University",,,,,,,,"i u e o ɛ ɔ a ɑ p t ʈ k b d ɖ ɡ pʰ tʰ ʈʰ kʰ bˀ dˀ ɖˀ ɡ t͡ʃ d͡ʒ d͡ʒˀ m n ŋ l ɾ ɸ s ʃ h ɦ w j","-","?","?","?",
"bisu1244","bzi","Bisu",99.9862,20.8542,"Sino-Tibetan","PHDTHESIS","Beaudouin, Patrick","1991","Une Monographie du Bisu [A monograph of Bisu]",,"Université de Nice",,,,,,,,"p t k pʰ tʰ kʰ pʲ tʲ kʲ pʰʲ kʰʲ b d ɡ bʲ f s ʃ h sʲ hʲ v j w t͡s t͡sʰ t͡ʃʰ l̥ l m̥ n̥ ɲ̥ ŋ̥ m n ɲ ŋ i ɨ u ɛ ə ɔ a o","H M L","# p t k pʰ tʰ kʰ pʲ tʲ kʲ pʰʲ kʰʲ b d ɡ bʲ f s ʃ h sʲ hʲ v j w t͡s t͡sʰ t͡ʃʰ l̥ l m̥ n̥ ɲ̥ ŋ̥ m n ɲ ŋ kw kʰw bw pl pʰl tʰl kl kʰl bl m̥l","i ɨ u ɛ ə ɔ a ao ɔɛ","# p t k m n ŋ j",
"biyo1243","byo","Biyo",101.652,22.511,"Sino-Tibetan","BOOK","Jing 经, Dian 典","2015","Mojiang biyue haniyu cankao yufa 墨江碧约哈尼语参考语法 [Reference Grammar of Mojiang Biyo Hani]","Zhongguo Shehui Kexue Chubanshe 中国社会科学出版社",,,,,,,,,"p pʰ pʲ m mʲ f v t͡s t͡sʰ s z z̰ t tʰ n l ʈ͡ʂ ʈ͡ʂʰ ʂ t͡ɕ t͡ɕʰ ɲ ɕ j k kʰ ŋ x i ɪ e ɛ a ɔ o u ɤ ɯ ḭ ḛ a̰ ɔ̰ o̰ v̰ ɤ̰","55 33 31 53 35","# p pʰ pʲ m mʲ f v t͡s t͡sʰ s z t tʰ n l ʈ͡ʂ ʈ͡ʂʰ ʂ t͡ɕ t͡ɕʰ ɲ ɕ j k kʰ ŋ x","z z̰ v v̰ i ɪ e ɛ a ɔ o u ɤ ɯ ḭ ḛ a̰ ɔ̰ o̰ ɤ̰ ia iu ui ua ɯu iau iɛ ua ue uɛ","# ŋ",
"bodo1269","brx","Bodo-Mech",92,26.1,"Sino-Tibetan","BOOK","Bhattacharya, Pramod Chandra","1977","A Descriptive Analysis of the Boro Language","Department of Publication, Gauhati University",,,,,,,,,"pʰ tʰ kʰ b d ɡ m n ŋ s z r l h j w i u e ɵ o a","H M L","# pʰ tʰ s kʰ b d z ɡ h m n r l pʰr tʰr sr kʰr br dr zr ɡr sl bl pʰl tʰl kʰl dl zl ɡl ɡm ɡn pʰn dn sm bn hr hl kʰm kʰn","i e ɵ a u o","# b d z ɡ m n ŋ r l j w",
"boly1239","ply","Bolyu",104.955,24.7013,"Austroasiatic","BOOK","Li 李, Xulian 旭练","1999","Laiyu yanjiu 俫语研究 [A study of Lai]","Minzu Chubanshe 民族出版社",,,,,,,,,"p pʰ ⁿb m f v pʲ pʰʲ ⁿbʲ mʲ vʲ t tʰ ⁿd n ɬ l tʲ tʰʲ ⁿdʲ ɬʲ lʲ t͡s t͡sʰ s z t͡sʲ sʲ t͡ɕ t͡ɕʰ ɲ ɕ ʑ t͡ɕʲ t͡ɕʰʲ ɕʲ t͡ɕʷ t͡ɕʰʷ ɕʷ k kʰ ŋ ɣ kʲ kʰʲ kʷ q qʰ ʔ ʔʲ ʔʷ h hʲ hʷ hˠ a e i ɔ o u ə ɯ y aː eː iː uː əː","13 33 55 31 53 11","p pʰ ⁿb m f v pʲ pʰʲ ⁿbʲ mʲ vʲ t tʰ ⁿd n ɬ l tʲ tʰʲ ⁿdʲ ɬʲ lʲ t͡s t͡sʰ s t͡sʲ sʲ t͡ɕ t͡ɕʰ ɲ ɕ ʑ t͡ɕʲ t͡ɕʰʲ ɕʲ t͡ɕʷ t͡ɕʰʷ ɕʷ k kʰ ŋ ɣ kʲ kʰʲ kʷ q qʰ ʔ ʔʲ ʔʷ h hʲ hʷ hˠ","z a e i ɔ o u ə ɯ y aː eː iː uː əː aːi aːu ai au ei iːu iu ɔu ui uɔ ye","# p t k m n ŋ",
"bona1250","peh","Bonan",102.995,35.6972,"Mongolic-Khitan","PHDTHESIS","Fried, Robert Wayne","2010","A grammar of Bao'an Tu, a Mongolic language of northwest China",,"State University of New York at Buffalo",,,,,,,,"pʰ tʰ kʰ p t k b d ɡ t͡sʰ ʈ͡ʂʰ t͡ɕʰ t͡s ʈ͡ʂ t͡ɕ ɖ͡ʐ f s ʂ ɕ ç χ z ʐ ʁ m n ɲ ŋ ɬ w l ɹ j h͡p h͡t h͡k h͡t͡ɕ i u e ə o a","-","# pʰ tʰ kʰ p t k b d ɡ t͡sʰ ʈ͡ʂʰ t͡ɕʰ t͡s ʈ͡ʂ t͡ɕ ɖ͡ʐ f s ʂ ɕ ç χ z ʐ ʁ m n ɲ ŋ ɬ w l ɹ j h͡p h͡t h͡k h͡t͡ɕ","i u e ə o a","# p t k χ m n ŋ l ɹ",
"bote1238","bmj","Bote",84.348,27.7074,"Indo-European","INCOLLECTION","Prasajn Прасайн, B. Б. and Poudel Поудел, B. Б. and Yadava Ядава, J. P. Й. П.","2011","Bote Jazyk Боте язык [Bote language]","Rossijskaja Akademija Nauk, Institut Jazykozanija Российская Академия Наук, Институт Языкознания",,"Jazyki Mira: Novye Indoarijskie Jazyki Языки мира: Новые индоарийские языки [Languages of the world: New Indo-Aryan languages]","Oranskaja Оранская, Tatiana I. Татиана И. and Mazurova Мазурова, Julia V. Юлиа В. and Kibrik Кибрик, Andrej A. Андрей А. and Kulikov Куликов, Leonid I. Леонид И. and Rusakov Русаков, Aleksandr J. Александр Ю.",,"282--291",,,,"i u ũ y e o ə ɑ ɑ̃ p t̪ t k pʰ t̪ʰ tʰ kʰ b d̪ d ɡ b̤ d̪̤ d̤ ɡ̤ t͡s t͡sʰ d͡z d͡z̤ s h m n ŋ l r w j","-","# C CC","i u ũ y e o ə ɑ ɑ̃","# C",
"bret1244","bre","Breton",-3.78934,48.2452,"Indo-European","PHDTHESIS","Goyat, Gilles","2012","Description morphosyntaxique du parler breton de Plozévet (Finistère) [Morphosyntactic description of the Breton dialect of Plozévet (Finistère)]",,"Université Rennes 2",,,,,,,,"b p d t ɡ k v f z s ʒ ʃ h x m n ɲ l ʎ r ɥ w j i y u e ø ʊ o ɛ œ ɔ a ẽ õ ɛ̃ ã","-","# C CC CCC","n s i y u e ø ʊ o ɛ œ ɔ a ẽ õ ɛ̃ ã aɛ aw ow ɛj ew ea ãw eãw","# C CC",
"budu1248","bdk","Budukh",48.3353,41.2272,"Nakh-Daghestanian","INCOLLECTION","Alekseev, M. E.","1994","Budukh","Caravan Books",,"The indigenous languages of the Caucasus","Rieks Smeets",,"259--297","4",,,"p b pʼ t d tʼ t͡sʼ t͡ʃ d͡ʒ t͡ʃʼ k ɡ kʼ q ɢ qʼ ʡ ʔ f v s z ʃ ʒ x χ ʁ ħ ʕ h m n l r j i y e ø ɨ u ə o a iː yː eː øː ɨː uː əː oː aː","-","# C","i y e ø ɨ u ə o a iː yː eː øː ɨː uː əː oː aː","# C RC","``Long vowels occur in loanwords, e.g. laːzɨm, `it is necessary', and a few others.'' The comprehensive list of long vowels were not given. Here it is assumed that all short vowels have long counterparts"
"buga1247","bbh","Bugan",104.963,23.6124,"Austroasiatic","BOOK","Li 李, Yunbing 云兵","2005","Bugengyu yanjiu 布赓语研究 [A study of Bugeng]","Minzu Chubanshe 民族出版社",,,,,,,,,"p pʰ b ⁿb m f v w pʲ pʰʲ bʲ ⁿbʲ mʲ t͡s t͡sʰ ⁿd͡z s t tʰ d ⁿd n l tʲ tʰʲ dʲ t͡ɕ t͡ɕʰ ⁿd͡ʑ ɲ ɕ ʑ k kʰ ⁿɡ ŋ x ɣ kʲ xʲ q qʰ ⁿɢ ʔ h i ḭ e ḛ ɛ ɛ̰ a ã a̰ ə ə̰ ɔ ɔ̰ o o̰ u ṵ ɯ ɯ̰","55 44 24 31","p pʰ b ⁿb m f v w pʲ pʰʲ bʲ ⁿbʲ mʲ t͡s t͡sʰ ⁿd͡z s t tʰ d ⁿd n l tʲ tʰʲ dʲ t͡ɕ t͡ɕʰ ⁿd͡ʑ ɲ ɕ ʑ k kʰ ⁿɡ ŋ x ɣ kʲ xʲ q qʰ ⁿɢ ʔ h","i ḭ e ḛ ɛ ɛ̰ a ã a̰ ə ə̰ ɔ ɔ̰ o o̰ u ṵ ɯ ɯ̰ ei ḛi ɛ̰i iɛ iɛ̰ ai a̰i au a̰u iau ia̰u ã ã̰ ia əi ə̰i ou o̰u ui uḭ uɛ ua ua̰ uai uã uã̰","# n ŋ",
"bujh1238","byh","Bujhyal",84.5068,28.0084,"Sino-Tibetan","PHDTHESIS","Regmi, Dan Raj","2007","The Bhujel language",,"Tribhuvan University",,,,,,,,"p pʰ b b̤ t tʰ d d̤ k kʰ ɡ ɡ̤ m m̥ n n̥ ŋ ŋ̥ t͡ɕ d͡ʑ s h r r̥ l l̥ w w̥ j j̥ i u e a o ɑ ĩ ũ ẽ ɑ̃","-","# p pʰ b b̤ t tʰ d d̤ k kʰ ɡ ɡ̤ m m̥ n n̥ ŋ ŋ̥ t͡ɕ d͡ʑ s h r r̥ l l̥ w w̥ j j̥ pr pl br bl tr sr kr kl kʰr kʰl ɡr pj pʰj bj tj dj dʰj t͡ɕj t͡ɕʰj d͡ʑj rj r̥j lj l̥j mj nj ŋj sj hw wj kj ɡj ɡw krj","i u e a o ɑ ĩ ũ ẽ ɑ̃ ai au ɑi ɑu oi ui","# p pʰ b t tʰ d k kʰ ɡ m m̥ n ŋ ŋ̥ t͡ɕ d͡ʑ s h r l w j",
"bulg1262","bul","Bulgarian",25.047,43.3646,"Indo-European","ARTICLE","Ternes, Elmar and Vladimirova-Buhtz, Tatjana","1990","Bulgarian",,,,,"Journal of the international phonetic association","45--47","20",1,,"p b t d k ɡ m n r f v s z ʃ ʒ x j l t͡s d͡z t͡ʃ d͡ʒ i ɛ a ɔ u ɤ o ɐ","-","?","?","?",
"bulo1242","sti","Bulo Stieng",106.798,11.9777,"Austroasiatic","PHDTHESIS","Bon, Noëllie","2014","Une grammaire de la langue stieng, langue en danger du Cambodge et du Vietnam [A grammar of the Stieng language, an endangered language of Cambodia and Vietnam]",,"Université Lumière Lyon 2",,,,,,,,"p t c k ʔ pʰ tʰ cʰ kʰ b d ɟ ɡ ɓ ɗ ⁿb ⁿd ⁿɗ ⁿt ⁿɡ ⁿk s h m n ɲ ŋ w l r j i iː ɘː u uː e eː ə əː o oː ɛ ɛː a aː ɔ ɔː","-","p t c k ʔ pʰ tʰ cʰ kʰ b d ɟ ɡ ɓ ɗ ⁿb ⁿd ⁿɗ ⁿt ⁿɡ ⁿk s h m n ɲ ŋ w l r j","i e ɛ ə a u o ɔ iː eː ɛː əː aː uː oː ɔː ia ua","# p t c k s m n ɲ ŋ l r j w h ʔ",
"gahr1239","bfu","Bunan",77.9596,32.2168,"Sino-Tibetan","PHDTHESIS","Widmer, Manuel","2014","A descriptive grammar of Bunan",,"Universität Bern",,,,,,,,"p t ʈ k pʰ tʰ ʈʰ kʰ b t ɖ ɡ t͡s t͡ɕ t͡sʰ t͡ɕʰ d͡z d͡ʑ s ʂ ɕ h m n ɲ ŋ r l j i e a o u iː aː","-","# p t ʈ k pʰ tʰ ʈʰ kʰ b t ɖ ɡ t͡s t͡ɕ t͡sʰ t͡ɕʰ d͡z d͡ʑ s ʂ ɕ h m n ɲ ŋ r l j pr pj tr tj kr kj pʰr pʰj tʰr tʰj kʰr kʰj br bj dr dj ɡr ɡj mr mj","i e a o u iː aː aw ew wa","# p t k m n ŋ s r l j ps ts ks ms ns ŋs ls rs js pt kt mt nt ŋt rt lt",
"nucl1310","mya","Burmese",93.9665,20.7926,"Sino-Tibetan","BOOK","Jenny, Mathias and Hnin Tun, San San","2016","Burmese: a comprehensive grammar","Routledge",,,,,,,,,"p pʰ b θ ð t tʰ d t͡ɕ t͡ɕʰ d͡ʑ k kʰ ɡ ʔ s sʰ z ɕ h m m̥ n n̥ ɲ ɲ̥ ŋ ŋ̥ w w̥ l l̥ r j i u e o ɛ ə ɔ a ĩ ũ ã ẽ õ","L Hˀ Hʰ","p pʰ b θ ð t tʰ d t͡ɕ t͡ɕʰ d͡ʑ k kʰ ɡ ʔ s sʰ z ɕ h m m̥ n n̥ ɲ ɲ̥ ŋ ŋ̥ w w̥ l l̥ r j pw pʰw bw mw m̥w pj pʰj bj mj m̥j θw ðw tw tʰw dw nw n̥w sw sʰw zw lw l̥w t͡ɕw t͡ɕʰw d͡ʑw ɕw jw kw kʰw ɡw ŋw ŋ̥w","i u e o ɛ ə ɔ a ẽĩ õũ ãĩ ãũ ei ou ai au","# ʔ",
"buru1296","bsk","Burushaski",74.8236,36.2161,"Burushaski","PHDTHESIS","Yoshioka, Noboru","2012","A Reference Grammar of Eastern Burushaski",,"Tokyo University of Foreign Studies",,,,,,,,"p t ʈ k q pʰ tʰ ʈʰ kʰ qʰ b d ɖ ɡ t͡s t͡ɕ ʈ͡ʂ t͡sʰ t͡ɕʰ ʈ͡ʂʰ d͡ʑ ɖ͡ʐ s ɕ ʂ h z ɣ w j ɰ m n ŋ ɾ l i e a o u iː eː aː oː uː","-","p t ʈ k q pʰ tʰ ʈʰ kʰ qʰ b d ɖ ɡ t͡s t͡ɕ ʈ͡ʂ t͡sʰ t͡ɕʰ ʈ͡ʂʰ d͡ʑ ɖ͡ʐ s ɕ ʂ h z ɣ w j ɰ m n ŋ ɾ l pɾ bɾ pʰɾ tɾ dɾ tʰɾ ɡɾ","i e a o u iː eː aː oː uː","# p t ʈ k q pʰ tʰ ʈʰ kʰ qʰ b d ɖ ɡ t͡s t͡ɕ ʈ͡ʂ t͡sʰ t͡ɕʰ ʈ͡ʂʰ d͡ʑ ɖ͡ʐ s ɕ ʂ h z ɣ ɰ m n ŋ ɾ l Rt Rk Rʂ Rɕ Rt͡s Rt͡ɕ Rʈ͡ʂ Fk","``The restriction of [coda] clusters in loan words is less strict than the one in indigenous words: e.g., qulp ‘lock’ < [Urdu] qufl ( قفل ) ‘id.’.'' (p. 18)"
"camp1261","sro","Campidanese Sardinian",9.03935,39.0566,"Indo-European","ARTICLE","Mereu, Daniela","2020","Cagliari Sardinian","Cambridge University Press",,,,"Journal of the International Phonetic Association","389--405","50",3,,"p b t d ɖ k ɡ t͡s d͡z t͡ʃ d͡ʒ m n ɲ r f v s z ʃ l ʎ w j i ɛ a ɔ u","-","?","?","?",
"caom1238","cov","Cao Miao",109.547,26.2236,"Tai-Kadai","PHDTHESIS","Wu, Manxiang","2015","A grammar of Sanjiang Kam",,"University of Hong Kong",,,,,,,,"p t t͡ɕ k q ʔ pʰ tʰ t͡ɕʰ kʰ qʰ ɡ m n ɲ ŋ m̥ n̥ ɲ̥ ŋ̥ f s ɕ h t͡s t͡sʰ l l̥ w j w̥ j̥ pʲ tʲ tʷ kʷ pʰʲ tʰʲ tʰʷ kʰʷ hʲ hʷ mʲ nʲ ŋʷ m̥ʲ n̥ʲ ŋ̥ʷ lʲ l̥ʲ i ə u e ɐ o a aː eː iː oː uː əː","52/452 23 35/335 212 32/332 33 5/45 3 34/324 21","# p t t͡ɕ k q ʔ pʰ tʰ t͡ɕʰ kʰ qʰ ɡ m n ɲ ŋ m̥ n̥ ɲ̥ ŋ̥ f s ɕ h t͡s t͡sʰ l l̥ w j w̥ j̥ pʲ tʲ tʷ kʷ pʰʲ tʰʲ tʰʷ kʰʷ hʲ hʷ mʲ nʲ ŋʷ m̥ʲ n̥ʲ ŋ̥ʷ lʲ l̥ʲ","i ə u e ɐ o a aː eː iː oː uː əː aːi ɐi aːu ɐu eːu eu iːu iu oːi oi uːi ui əːi əi əːu əu","# m n ŋ p t k",
"capp1239","cpg","Cappadocian Greek",35.45,38.73,"Indo-European","PHDTHESIS","Bağrıaçık, Metin","2018","Pharasiot Greek: word order and clause structure",,"Ghent University",,,,,,,,"i u e o æ ɐ p b t d c k ɡ f v θ ð s z ʃ x ɣ t͡ʃ d͡ʒ t͡ɕ d͡ʑ m n ɲ ŋ ɾ l j w","-","?","?","?",
"stan1289","cat","Catalan",1.569,41.453,"Indo-European","BOOK","José I. Hualde","1992","Catalan","Routledge",,,,,,,,,"p t k b d ɡ t͡ʃ d͡ʒ f s ʃ z ʒ m n ɲ ŋ l ʎ r ɾ i u e o ɛ ɔ a ə","-","# p t k b d ɡ t͡ʃ d͡ʒ f s ʃ z ʒ m n ɲ l ʎ r ɾ pɾ bɾ tɾ dɾ kɾ ɡɾ fɽ pl bl kl ɡl fl","i u e o ɛ ɔ a ə iu io iɛ iɔ ia iə uo uɛ uɔ ua uə ui ei oi ɛi ɔi ai əi eu ou ɛu ɔu au əu ii uu","# p b t d t͡ʃ k ɡ f s ʃ m n ɲ ŋ l ʎ r lp lk rp rt rk sp st sk ns ls ps ts ks fs ms ns ɲs ŋs ls ʎs rs lps lks rps rts rks sps","Eastern variety. ``Prepalatal'' consonants are transcribed as palato-alveolar. It wasn't certain whether the source analyzes VV sequences as nucleus-internal diphthongs as onset-nucleus/nucleus-coda sequences. Here they are transcribed as nuclues-internal diphthongs. The diphthongs were not comprehensively listed, but here it is assumed that all the logical combinations of iV, uV, Vi, and Vu are possible. ([ii]] and [uu] are also possible, cf. p. 385). /ŋ/ is here analyzed as a phoneme contra the source's analysis of /Nk/ > [ŋ], as it always surfaces as [ŋ]. It varies between [ŋ] and [ŋk] before a vowel (p. 373), but even in the case of [ŋk] it can still be analyzed as [ŋ] with a [k] that is deleted in other environments. I thus see no reason to not consider it to be a phoneme other than historical reasons."
"swis1247","gsw","Central Alemannic",8.46419,47.0516,"Indo-European","ARTICLE","Fleischer, Jürg and Schmid, Stephan","2006","Zurich German",,,,,"Journal of the International Phonetic Association","243--253","36",2,,"p⁺ p t⁺ t k⁺ k p͡f t͡s t͡ʃ k͡x m n ŋ r f⁺ f s⁺ s ʃ⁺ ʃ x⁺ x h ʋ j l i iː e eː ɛ ɛː æ æː y yː ø øː œ œː u uː o oː ɒ ɒː ə","-","?","i iː e eː ɛ ɛː æ æː y yː ø øː œ œː u uː o oː ɒ ɒː ə ei æi oi iə yə uə æu ou","?",
"cent2004","bca","Central Bai",99.7052,26.1666,"Sino-Tibetan","BOOK","Xu 徐, Lin 琳","1984","Baiyu jianzhi 白语简志 [A brief description of the Bai language]","Minzu Chubanshe 民族出版社",,,,,,,,,"p pʰ m f v t tʰ n l t͡s t͡sʰ s t͡ɕ t͡ɕʰ ɕ j k kʰ ŋ x ɣ i e ɛ ɑ o u ɯ ĩ ẽ ɛ̃ ɑ̃ õ ɯ̃ ṽ","33 42 31 55 35 44 21 55","p pʰ m f v t tʰ n l t͡s t͡sʰ s t͡ɕ t͡ɕʰ ɕ j k kʰ ŋ x ɣ","i e ɛ ɑ o u ɯ v ɑo iɛ iɑ io iɯ ui uɛ uɑ ĩ ẽ ɛ̃ ɑ̃ õ ɯ̃ ṽ iɛ̃ iɑ̃ iõ iɯ̃ uĩ uɛ̃ uɑ̃","#",
"cent2314",,"Central Chong",102.270556,12.608611,"Austroasiatic","PHDTHESIS","Ploykaew, Pornsawan","2001","Samre Grammar",,"Mahidol University",,,,,,,,"p pʰ b t tʰ d c cʰ k kʰ ʔ m n ɲ ŋ s h l ɹ w j i ɯ u e ə i ɛ a ɔ iː ɯː uː eː əː oː ɛː aː ɔː","451/342 344/334/332 22/21","p pʰ b t tʰ d c cʰ k kʰ ʔ m n ɲ ŋ s h l ɹ w j [ppʰttʰckkʰms][lɹ] kw kʰw","m n ŋ i ɛ a ɔ iː ɯː uː eː əː oː ɛː aː ɔː iə ɯə uə","# p t c k ʔ m n ɲ ŋ h ɹ w j",
"cent2009","zch","Central Hongshuihe Zhuang",108,23.95,"Tai-Kadai","BOOK","Wei 韦, Maofan 茂繁","2014","Xiaao zhuàng yu cankao yufa 下坳壮语参考语法 [A reference grammar of Xia'ao Zhuang]","Guangxi Renmin Chubanshe 广西人民出版社",,,,,,,,,"p m w pʲ mʲ f s t n l t͡ɕ ɕ ɲ r k ŋ h kʷ kʲ b d j ʔ a aː e eː ɛ ɛː ə əː i iː ɯː o oː u uː y","43 231 55 13 33 31 55C 13C 21C 33C","# p m w pʲ mʲ f s t n l t͡ɕ ɕ ɲ r k ŋ h kʷ kʲ b d j ʔ","a aː e eː ɛ ɛː ə əː i iː ɯ ɯː o oː u uː y aːi aːu ai au eːi eːu ei eu ɛːi ɛi əɯ ie iːu ia ia iau iɛ oːi oːu oi ou uːi ua uaː ui ya yaː ye yeː","# p t k m n ŋ",
"cent1989","khm","Central Khmer",105.015,12.0515,"Austroasiatic","BOOK","Maspero, Georges","1915","Grammaire de la langue Khmère [Grammar of the Khmer language]","Imprimérie Nationale",,,,,,,,,"p t c k ʔ b d f s h m n ɲ ŋ w j l r i ɨ u e ə o a ɔ","-","p t c k ʔ b d f s h m n ɲ ŋ w j l r pt pc pk pʔ pd pn pɲ pŋ pj pl pr ps ph tp tk tʔ tb tm tn tŋ tw tj tl tr th cp ck cʔ cb cd cm cn cɲ cŋ cw cl cr ch kp kt kc kʔ kb kd km kn kɲ kŋ kw kj kl kr ks kh sp st sk sʔ sb sd sm sn sɲ sŋ sw sl sr ʔw db mt mc mʔ md mn mɲ ml mr ms mh lp lk lʔ lb lm lŋ lw lh sth lkh","i ɨ u e ə o a ɔ ii ɨɨ uu ee əə oo aa ɔɔ eə eeə uə uuə oə ooə iiə ɨɨə aae aaə aao","# p t c k ʔ s h m n ɲ ŋ w j l",
"cent1972","ckb","Central Kurdish",45.8077,35.6539,"Indo-European","INCOLLECTION","McCarus, Ernest N.","2009","Kurdish","Routledge",,"The Iranian Languages","Windfuhr, Gernot",,"587--633",,,,"p t c͡ç k q ʔ b d ɟ͡ʝ ɡ f s sˤ ç x ħ h z ʝ ɣ w j m n ŋ ɾ l r lˠ iː eː aː oː uː ɪ i u a","-","C CC","iː eː aː oː uː ɪ i u a","# C CC GZP",
"carp1235","rmc","Central Romani",20.3129,48.1968,"Indo-European","PHDTHESIS","Beníšek, Michael","2017","Eastern Uzh varieties of North Central Romani",,"Univerzitá Karlová v Praze",,,,,,,,"m n ɲ p t c k pʰ tʰ cʰ kʰ b d ɟ ɡ t͡s t͡ʃ t͡sʲ t͡ʃʰ d͡z d͡ʒ f s ʃ χ h sʲ v z ʒ zʲ r l ʎ j a e i o u aː","-","?","?","?",
"cent2128","ess","Central Siberian Yupik",-170.272,63.4308,"Eskimo-Aleut","PHDTHESIS","De Reuse, Willem Joseph","1988","Studies in Siberian Yupik Eskimo Morphology and Syntax",,"University of Texas at Austin",,,,,,,,"p t k q kʷ qʷ v ɮ z j ɣ ʁ ɣʷ ʁʷ f ɬ s x χ xʷ χʷ h m n ŋ ŋʷ m̥ n̥ ŋ̥ ŋʷ r r̥ i u ə a iː uː aː","-","?","?","?",
